요양기관명,소재지,요양종별,X좌표,Y좌표
덕제내과의원,"서울특별시 중랑구 공릉로 59, 2층 (묵동)",의원,962853.0,1957481.0
도곡예원이비인후과의원,"서울특별시 강남구 선릉로 225, 도곡렉슬상가 2층 213호일부, 214호 (도곡동)",의원,960460.0,1944104.0
도곡함춘산부인과의원,"서울특별시 강남구 논현로 142, 동현빌딩 2~6층 (도곡동)",의원,959599.0,1942674.0
도담가정의학과의원,"서울특별시 성동구 용답중앙15길 12-1, 2층 (용답동)",의원,960599.0,1951770.0
도담소아청소년과의원,서울특별시 도봉구 방학로 159 (방학동),의원,958940.0,1962633.0
도로시여성의원,"서울특별시 마포구 월드컵로 29, 3층 (합정동, JH빌딩)",의원,948072.0,1950459.0
도림편한내과의원,"서울특별시 영등포구 도신로15길 40, 3층 (도림동)",의원,946668.0,1945655.0
도병욱가정의학과의원,서울특별시 도봉구 도당로 94 (방학동),의원,959199.0,1963003.0
도봉제일의원,"서울특별시 도봉구 도당로 133, 2층 (방학동, 송산빌딩)",의원,959528.0,1963203.0
도울내과의원,"서울특별시 강서구 화곡로 161, 301호 (화곡동, 대성빌딩)",의원,941642.0,1949355.0
도현의원,"서울특별시 강서구 강서로 380, 3층 (등촌동, 세민빌딩)",의원,941608.0,1951329.0
독립문연세내과의원,"서울특별시 서대문구 통일로 189-1, 2층 (영천동)",의원,952477.0,1952465.0
독산참연세의원,"서울특별시 금천구 두산로 70, 현대지식산업센터 1층 T-109,112호 (독산동)",의원,946554.0,1941253.0
독일의원,"서울특별시 광진구 천호대로 561, 2층 (중곡동, 영창빌딩)",의원,962964.0,1950945.0
독일의원,서울특별시 양천구 공항대로 624 (목동),의원,944712.0,1949886.0
독일의원,서울특별시 서초구 서래로5길 6 (반포동),의원,955620.0,1944417.0
동그라미소아청소년과의원,"서울특별시 구로구 서해안로 2098, 항동프라자 5층 501호 (항동)",의원,940159.0,1942520.0
동민외과의원,서울특별시 서대문구 통일로 467 (홍제동),의원,950777.0,1954643.0
동민의원,"서울특별시 용산구 청파로 322 (청파동1가, 동민의원)",의원,953204.0,1950032.0
동부중앙의원,"서울특별시 중랑구 동일로 909, 동부중앙의원 (묵동)",의원,962689.0,1956980.0
동부한일외과의원,"서울특별시 도봉구 마들로 686, 2,3,4층 (도봉동)",의원,960024.0,1963636.0
동서가정의학과의원,"서울특별시 강서구 양천로57길 9-7, 6층 (가양동)",의원,942720.0,1951757.0
동서제일의원,서울특별시 강북구 솔샘로 229-1 (미아동),의원,957484.0,1957964.0
동서통합의원,"서울특별시 강북구 한천로 1058, 2층 (수유동)",의원,958117.0,1960318.0
동선소아과의원,"서울특별시 강남구 양재대로55길 6, 수서1단지아파트 상가 312-1호 (일원동)",의원,963719.0,1943714.0
동심소아청소년과의원,"서울특별시 서초구 서초대로 325, 영문빌딩 2호 (서초동)",의원,957309.0,1944076.0
동안비전내과의원,"서울특별시 동대문구 이문로 88, 2층 201, 202호 (이문동)",의원,961099.0,1955119.0
동인내과의원,"서울특별시 동대문구 천호대로 307, 4,5층 (답십리동)",의원,960670.0,1951917.0
동인외과의원,서울특별시 금천구 남부순환로 1290 (가산동),의원,946426.0,1942299.0
동작고려의원,"서울특별시 동작구 만양로 86, 신천지약국 2층 (노량진동)",의원,950915.0,1945914.0
동작샘이비인후과의원,"서울특별시 동작구 상도로 206, 연세이비인후과의원 2층 (상도동)",의원,950638.0,1945224.0
동작에스엔재활의학과의원,"서울특별시 동작구 국사봉1길 32, 2층 (상도동)",의원,949647.0,1944548.0
동호의원,서울특별시 중구 동호로 177-1 (신당동),의원,956800.0,1950629.0
두리의원,서울특별시 성동구 독서당로 276-1 (금호동4가),의원,957605.0,1949857.0
두리이비인후과의원,"서울특별시 송파구 올림픽로37길 130, 파크리오 A동 303호,304호 (신천동)",의원,965045.0,1946916.0
두리이비인후과의원,"서울특별시 금천구 시흥대로 403, 7층 (독산동)",의원,946722.0,1941347.0
두리이비인후과의원,"서울특별시 성동구 아차산로 42, 정명빌딩 6층 (성수동1가)",의원,960163.0,1949778.0
두리이비인후과의원,"서울특별시 은평구 은평로 240, 녹번역힐스테이트에비뉴 상가동 B1층 B114~117호 (응암동)",의원,950085.0,1955703.0
두리이비인후과의원,"서울특별시 종로구 통일로 134, 디타워(돈의문) 지하1층 101호 (평동)",의원,952870.0,1952052.0
두산의원,"서울특별시 성북구 화랑로48길 16, 주상가동 지상3층 (석관동, 두산아파트)",의원,961900.0,1957180.0
두얼의원,"서울특별시 송파구 마천로 35, 2층 (방이동)",의원,966847.0,1945627.0
드림권내과의원,"서울특별시 송파구 송파대로 345, A동 5층 5001,5002,5003,5004일부,5011호 (가락동, 헬리오시티)",의원,965382.0,1944321.0
드림소아청소년과의원,"서울특별시 강서구 강서로 254, 203, 204호 (화곡동, 우장산e-편한세상상가)",의원,941410.0,1950107.0
드림이비인후과의원,"서울특별시 강서구 양천로 655, 2층 (염창동, 염창빌딩)",의원,944369.0,1950588.0
드림이비인후과의원,"서울특별시 동작구 만양로 112, 2,3층 (노량진동, 서원빌딩)",의원,950900.0,1946150.0
드림이비인후과의원,서울특별시 광진구 아차산로 373 (구의동),의원,963250.0,1948714.0
디디소아청소년과의원,"서울특별시 서초구 서운로 216, 2층 201호 (서초동)",의원,957739.0,1944897.0
디라운지피부과의원,"서울특별시 강남구 강남대로 626, 6층 (신사동)",의원,957537.0,1946599.0
디엠씨연세의원,"서울특별시 마포구 월드컵북로 361, 307호 (상암동, DMC이안상암2단지)",의원,946260.0,1953255.0
딸기소아청소년과의원,"서울특별시 동대문구 장한로32길 19, 105동 2층 202호 (장안동, 삼성리치캐슬)",의원,962321.0,1952998.0
똑바로정형외과의원,"서울특별시 양천구 중앙로 291, 2,3층 (신월동, 푸른숲빌딩)",의원,942708.0,1947180.0
라렌의원,"서울특별시 성동구 왕십리로 326, 도선동업무시설 2층 (도선동)",의원,958837.0,1951591.0
라온소아청소년과의원,"서울특별시 중랑구 양원역로10길 17, 제이메디컬 3층 302,303호 (망우동)",의원,965303.0,1956448.0
라인필의원,서울특별시 도봉구 덕릉로 246 (창동),의원,959341.0,1960095.0
라임소아청소년과의원,"서울특별시 동대문구 이문로 136, F1-7, F1-8호 (이문동, 웰츠타워)",의원,961333.0,1955567.0
라환도외과의원,"서울특별시 동대문구 왕산로 178, 4층 (전농동)",의원,959662.0,1953423.0
랩이비인후과의원,"서울특별시 마포구 양화로 61, 두암빌딩 1(일부)2(일부)층 (서교동)",의원,948332.0,1950326.0
레이크가정의학과의원,"서울특별시 송파구 석촌호수로 135, 레이크팰리스 상가A동 401호 (잠실동)",의원,963974.0,1945444.0
로뎀나무내과의원,"서울특별시 영등포구 영신로 259, 1층 (당산동5가)",의원,947372.0,1948083.0
로뎀소아청소년과의원,"서울특별시 강서구 공항대로 186, 로뎀타워 203,203-1층 204,205,211호 (마곡동)",의원,940648.0,1951295.0
로쉬여성의원,서울특별시 은평구 가좌로 234 (응암동),의원,948512.0,1954745.0
로엘심장혈관흉부외과의원,"서울특별시 종로구 종로 68, 3층 (종로2가)",의원,954517.0,1952407.0
로즈시티의원,"서울특별시 광진구 능동로 110, 스타시티 영존빌딩 A동 304호 (화양동)",의원,963549.9697,1945828.998
로하스가정의학과의원,"서울특별시 용산구 이촌로 264 (이촌동, 삼익아파트)",의원,953707.0,1946766.0
루미의원,"서울특별시 송파구 백제고분로 204 (삼전동, 5층)",의원,963693.0,1945021.0
루세로내과의원,"서울특별시 강남구 선릉로 227, 진달래상가,  301호 (도곡동)",의원,960465.0,1944159.0
루카이비인후과의원,"서울특별시 동작구 남부순환로 2057, 3층 (사당동)",의원,953789.0,1942095.0
류마내과의원,"서울특별시 강서구 화곡로 142, 2층 201호 (화곡동, 메가박스)",의원,941479.0,1949233.0
류마앤마디내과의원,"서울특별시 중랑구 망우로 305, 3층 (상봉동)",의원,963470.0,1955354.0
류마앤정내과의원,"서울특별시 영등포구 당산로 34, 3층 303호 (문래동3가, 로데오왁상가)",의원,946628.0,1946655.0
류승관내과의원,"서울특별시 노원구 공릉로46길 3, 302호 (공릉동, 평화타운)",의원,962860.0,1958713.0
류운석내과의원,"서울특별시 영등포구 선유로 63, 301-2호 (문래동6가, 동신타워)",의원,946013.0,1946881.0
류의원,"서울특별시 강북구 도봉로 209 (미아동, 성은빌딩)",의원,958127.0,1958750.0
류종상내과의원,"서울특별시 은평구 통일로 741, 신흥빌딩 5층 (대조동)",의원,949569.0,1957041.0
르샤인의원,"서울특별시 서초구 강남대로61길 17, B2~2층 , 1층 102호 (서초동, 밀라텔 쉐르빌)",의원,958015.0,1944478.0
르셀크리닉의원,"서울특별시 용산구 한남대로21길 17, 신화빌딩 3층 (한남동)",의원,956402.0,1948430.0
리더스내과가정의학과의원,"서울특별시 강남구 논현로 98, 문화빌딩 2층 (개포동)",의원,959754.0,1942250.0
리드힐정형외과의원,"서울특별시 마포구 월드컵북로 361, 2층 205~218,226호 (상암동, DMC이안2단지 )",의원,946260.0,1953255.0
리벤스이비인후과의원,"서울특별시 강남구 강남대로 590, 미혜빌딩 2층 (논현동)",의원,957619.0,1946248.0
리붐내과의원,"서울특별시 강남구 압구정로 130, 2층 (신사동)",의원,957845.0,1947313.0
리앤리가정의학과의원,"서울특별시 구로구 경인로67길 23 (신도림동,신도림2차푸르지오상가 101-309호)",의원,946028.0,1945887.0
리앤미가정의학과의원,"서울특별시 마포구 마포대로 115-12, 상가동 201,202,204,205호 (공덕동, 공덕삼성아파트)",의원,951516.0,1949734.0
리영의원,"서울특별시 광진구 아차산로 220, 5층 (자양동, 송천성수빌딩 501호)",의원,961807.0,1949122.0
리즈온의원,"서울특별시 광진구 아차산로 213, 3층 (화양동, 웅진빌딩)",의원,961766.0,1949205.0
리츠서울내과의원,"서울특별시 성북구 보문로 157, 3층 (삼선동5가)",의원,957351.0,1954446.0
리츠서울신경과의원,"서울특별시 성북구 보문로 157, 2층 (삼선동5가)",의원,957351.0,1954446.0
리치미의원,"서울특별시 서초구 강남대로 589, 1동 702호 (잠원동)",의원,957528.0,1946231.0
린내과의원,"서울특별시 중구 다산로 230, 4층 (신당동)",의원,957251.0,1951681.0
림스내과의원,"서울특별시 영등포구 여의대방로 83, 2~3층 (신길동)",의원,948365.0,1944365.0
마곡맘편한내과의원,"서울특별시 강서구 수명로 78, 새롬프라자 3층 302,303호 (내발산동)",의원,940496.0,1950622.0
마곡성모내과신경과의원,"서울특별시 강서구 공항대로 164, 류마타워 2층 201,202,203호 (마곡동)",의원,940429.0,1951321.0
마곡연세이비인후과의원,"서울특별시 강서구 공항대로 168, 3층 307,308,309호 (마곡동)",의원,940484.0,1951316.0
마곡웰소아청소년과의원,"서울특별시 강서구 마곡중앙1로 10, 2,3층 218~222,312~321호 (마곡동)",의원,940401.0,1951229.0
마곡중앙내과의원,"서울특별시 강서구 공항대로 168, 5층 511,512,513호 (마곡동)",의원,940484.0,1951316.0
마곡코엔이비인후과의원,"서울특별시 강서구 공항대로 164, 류마타워 3층 305호 (마곡동)",의원,940429.0,1951321.0
마곡휴연합의원,"서울특별시 강서구 마곡동로 61, 에이스프라자 4층 401,402호 (마곡동)",의원,941105.0,1951460.0
마들수내과의원,"서울특별시 노원구 한글비석로 471, (주)맥스아웃 상계빌딩 4층 A,D,E호 (상계동)",의원,961670.0,1962820.0
마디마디신경외과의원,"서울특별시 강서구 곰달래로 167, 지하1층,1,2,3층 ,4층호 (화곡동)",의원,942709.0,1948166.0
마로니에이비인후과의원,"서울특별시 종로구 대학로 128, 4층 (동숭동)",의원,956043.0,1953818.0
마리앤산부인과의원,"서울특별시 서초구 사평대로 353, 201호 (반포동)",의원,957725.0,1945073.0
마음담은삼성내과의원,서울특별시 용산구 한강대로 290-1 (남영동),의원,953408.0,1949560.0
마음속내과의원,"서울특별시 강서구 마곡중앙5로 81, 에스비타운 4층 404,405,407호 (마곡동)",의원,939824.0,1952190.0
마음속내과의원,"서울특별시 구로구 구로동로 115, 청보빌딩 501호 (구로동)",의원,945566.0,1943458.0
마음중심의원,"서울특별시 양천구 중앙로 253, 5층 (신정동)",의원,942836.0,1946824.0
마음편한유외과의원,"서울특별시 서초구 강남대로 349, 우남빌딩 9,11층 (서초동)",의원,958370.0,1943952.0
마이내과의원,"서울특별시 양천구 목동중앙로 71, 2층 (목동, 하이파킹빌딩)",의원,944357.0,1948709.0
마천서울내과의원,"서울특별시 송파구 거마로 61, 강동중앙의원 2층 (마천동)",의원,968745.0,1944413.0
마천우리신경과의원,"서울특별시 송파구 마천로41길 5, 자매빌딩 201호,202호 (마천동)",의원,968896.0,1944288.0
마포늘푸른의원,"서울특별시 마포구 대흥로24길 24, 마포프레스티지자이 상가A동 2층 208~209호 (염리동)",의원,951216.0,1950561.0
마포리더스내과의원,"서울특별시 마포구 월드컵로 74, 원천빌딩 5층 (서교동)",의원,947951.0,1950878.0
마포의료복지사회적협동조합 무지개의원,"서울특별시 마포구 월드컵로 80, 7층 (서교동, 아침뜨락빌딩)",의원,947928.0,1950924.0
마포탑안과의원,"서울특별시 마포구 도화길 43, 나눔빌딩 305,306,307호 (도화동)",의원,951434.0,1949304.0
만세정형외과의원,"서울특별시 성북구 화랑로 248, 4층 401~404호 (석관동, 장위뉴타워)",의원,960894.0,1956869.0
맑고밝은이비인후과의원,"서울특별시 노원구 마들로 31, 204호 (월계동, 그랑빌@제주상가동)",의원,962005.0,1957660.0
맑은샘이비인후과의원,"서울특별시 양천구 남부순환로 356, 2층 (신월동)",의원,940660.0,1948648.0
맑은서울가정의원,"서울특별시 관악구 봉천로 576, 1층 106,108호 (봉천동, 동아타운아파트)",의원,952362.0,1942098.0
맑은성모이비인후과의원,"서울특별시 성북구 삼양로13길 45, 4층 402호 (길음동, 길음뉴타운상가)",의원,957606.0,1956921.0
맑은성모이비인후과의원,"서울특별시 중랑구 신내로14길 13, 광백빌딩 2층 202호 (신내동)",의원,964348.0,1956341.0
맑은성모이비인후과의원,"서울특별시 구로구 개봉로20길 6, 2층 (개봉동, 현대아파트1단지)",의원,943373.0,1943804.0
맑은성모이비인후과의원,"서울특별시 마포구 월드컵북로 402, 케이지아이티센터 316,317호 (상암동)",의원,946025.0,1953586.0
맑은성모이비인후과의원,"서울특별시 강동구 고덕로 266, 고덕역 대명벨리온 310-311호 (명일동)",의원,969537.0,1950649.0
맑은숨이비인후과의원,"서울특별시 노원구 초안산로2라길 26, 상가동 201,202,203,205호 (월계동, 월계센트럴아이파크아파트)",의원,960950.0,1959070.0
맑은숲이비인후과의원,"서울특별시 강남구 삼성로 233, 신사빌딩 2층 (대치동)",의원,961187.0,1944400.0
맑은피부과의원,"서울특별시 중랑구 봉화산로 194, 신아타운 709호 (신내동)",의원,964228.0,1956413.0
맑음정신건강의학과의원,"서울특별시 관악구 남부순환로 1942, 5층 (봉천동)",의원,952652.0,1942042.0
맘앤맘소아청소년과의원,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 3A층 13호 (잠실동)",의원,963253.0,1945948.0
맘편한내과의원,"서울특별시 성북구 동소문로 34, 지상4,5층 (동소문동3가, 연진빌딩)",의원,956729.0,1954604.0
망우기독의원,서울특별시 중랑구 봉우재로 235 (망우동),의원,964596.0,1955208.0
매일참사랑의원,"서울특별시 관악구 호암로22길 60, 태양빌딩 3층 (신림동)",의원,950143.0,1941186.0
매일튼튼의원,"서울특별시 관악구 남부순환로 1738, 제형빌딩 (봉천동)",의원,950756.0,1942672.0
메디Q의원,"서울특별시 관악구 남부순환로 1591, 2층 (신림동)",의원,949374.0,1942929.0
메디서울이비인후과의원,"서울특별시 구로구 고척로 123-1, 2,3층 (개봉동)",의원,942353.0,1944973.0
메디서울이비인후과의원,"서울특별시 관악구 양녕로 46, 메카플러스 304호 (봉천동)",의원,951136.0,1943131.0
메디스캔의원,"서울특별시 서초구 강남대로 369, 에이플러스에셋타워 20층 (서초동)",의원,958296.0,1944149.0
메디스콥영상의학과의원,"서울특별시 송파구 송파대로28길 27, 102동 211,212호 (가락동, 송파성원쌍떼빌)",의원,966467.0,1944050.0
메디원의원,"서울특별시 구로구 경인로40길 12, 2층, 3층 일부층 (개봉동)",의원,943350.0,1944305.0
메디홈가정의학과의원,"서울특별시 종로구 새문안로 103, 4층 (신문로1가)",의원,953733.0,1952477.0
메디홈즈의원,"서울특별시 노원구 공릉로 173, 2층 (공릉동)",의원,962912.0,1958511.0
메디휴제일내과의원,"서울특별시 강서구 화곡로 206, 2층 (화곡동)",의원,942015.0,1949576.0
메세나연세소아청소년과의원,"서울특별시 마포구 양화로 45, 지하2층 (서교동, 메세나폴리스)",의원,948230.0,1950344.0
메이디산부인과의원,"서울특별시 강북구 도봉로 52, 7층 (미아동, 와이스퀘어)",의원,958565.0,1957244.0
메이저피부과의원(신촌점),"서울특별시 서대문구 연세로 8-1, 4층 (창천동)",의원,950299.0,1950921.0
메종프리베의원,"서울특별시 강남구 논현로158길 6, 2~5층 (신사동)",의원,958361.0,1947069.0
메트로내과의원,"서울특별시 강북구 도봉로 34, 4,6,7층 (미아동, 트레지오빌딩)",의원,958583.0,1957064.0
면목다솔내과의원,"서울특별시 중랑구 겸재로 201, 3층 (면목동, 봄작시티 201)",의원,963797.0,1954496.0
면목성심외과의원,"서울특별시 중랑구 겸재로 194, 2,3층 (면목동, 용현빌딩)",의원,963720.0,1954425.0
명근철소아청소년과의원,서울특별시 강서구 강서로 64 (화곡동),의원,942223.0,1948444.0
명내과의원,"서울특별시 금천구 독산로 136, 3층 (시흥동)",의원,947398.0,1940199.0
명내과의원,서울특별시 용산구 백범로 285 (효창동),의원,952382.0,1949059.0
명동박내과의원,"서울특별시 중구 퇴계로 120, 401호 (남산동1가)",의원,954522.0,1951371.0
명동성모가정의학과의원,"서울특별시 중구 명동길 74, B117호 (명동2가)",의원,954678.0,1951672.0
명성김주형의원,서울특별시 강동구 상암로 334 (명일동),의원,969860.0,1949529.0
명성모이비인후과의원,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 236호 (신도림동)",의원,945893.0,1945754.0
명소아과의원,서울특별시 용산구 새창로14길 49 (용문동),의원,952264.0,1948818.0
명소아청소년과의원,"서울특별시 영등포구 도림로38길 4, 2층 (대림동)",의원,946714.0,1943880.0
명소아청소년과의원,"서울특별시 관악구 양녕로 50, 5층 (봉천동, 금강빌딩)",의원,951130.0,1943167.0
명소아청소년과의원,"서울특별시 동작구 장승배기로 34, 2층 (상도동)",의원,950639.0,1944800.0
명소아청소년과의원,"서울특별시 광진구 뚝섬로 552, 203호 (자양동)",의원,962121.0,1948418.0
명인의원,서울특별시 은평구 불광로 104 (불광동),의원,949972.0,1957549.0
명일성모내과의원,"서울특별시 강동구 동남로73길 31, 3층 (명일동)",의원,969480.0,1950425.0
명일이비인후과의원,"서울특별시 강동구 구천면로 424, 명일메가타운 203호 (명일동)",의원,968695.0,1950170.0
모믈88의원,"서울특별시 마포구 신촌로16길 34, 2층 (노고산동)",의원,950026.0,1950693.0
모아재활의학과소아청소년과의원,"서울특별시 광진구 뚝섬로 587, 4층 (자양동)",의원,962486.0,1948325.0
모아튼튼정형외과의원,"서울특별시 중랑구 겸재로 164, 3,4층 (면목동)",의원,963444.0,1954347.0
모연산부인과의원,"서울특별시 중랑구 면목로 299, 5층 (면목동)",의원,963508.0,1953398.0
모인호내과의원,"서울특별시 서초구 신반포로 205, 6동 401호 (잠원동, 반포쇼핑타운)",의원,956381.0,1945420.0
목동서울이비인후과의원,"서울특별시 양천구 목동로 223, 2층 (신정동)",의원,943780.0,1947859.0
목동센트럴이비인후과의원,"서울특별시 양천구 공항대로 630, 3층 302,303호 (목동, 어바니엘)",의원,944775.0,1949887.0
목동아산이비인후과의원,"서울특별시 양천구 목동동로 59, 로얄프라자 3층 301호302호일부호 (신정동)",의원,943585.0,1946386.0
목동연세365의원,"서울특별시 양천구 오목로 344, 3층 (목동, 청학빌딩)",의원,944813.0,1947380.0
목동연세가정의학과의원,"서울특별시 양천구 목동중앙본로 68-1, 2층 (목동)",의원,944286.0,1949364.0
목동연세이비인후과의원,"서울특별시 양천구 등촌로 32 (목동, 목동태영프라자)",의원,943823.0,1948365.0
목동제일내과의원,"서울특별시 양천구 신목로 86, 7층 (신정동)",의원,944751.0,1947185.0
목동키즈웰소아청소년과의원,"서울특별시 양천구 오목로 299, 지하1층 (목동, 목동트라팰리스웨스턴에비뉴)",의원,944396.0,1947588.0
목동플러스내과의원,"서울특별시 양천구 중앙로 291, 4층 (신월동)",의원,942708.0,1947180.0
목동한소아청소년과의원,"서울특별시 양천구 목동중앙남로11길 8, 2층 (목동)",의원,943947.0,1949088.0
목동항외과의원,"서울특별시 양천구 목동동로 212, 더빌딩 2층 (목동)",의원,944485.0,1947438.0
목차수내과의원,"서울특별시 강동구 구천면로 658, 3층 (상일동)",의원,970932.0,1950198.0
몸편한내과의원,"서울특별시 노원구 덕릉로 744, 금강빌딩 2층 (상계동)",의원,962653.0,1962791.0
무드온성형외과의원,"서울특별시 강남구 강남대로 584, 성일빌딩 4층 (논현동)",의원,957637.0,1946180.0
무지개소아청소년과의원,"서울특별시 강동구 아리수로50길 50, 4층 (고덕동, 래미안힐스테이트고덕)",의원,969169.0,1951276.0
무지개의원,"서울특별시 강남구 논현로 409, 2층 (역삼동)",의원,959214.0,1944240.0
무척시원정형외과의원,"서울특별시 성동구 독서당로 434, 대림종합상가 2층 212호 (응봉동)",의원,958846.0,1950607.0
묵동제일정형외과의원,"서울특별시 중랑구 동일로 933, 묵동제일정형외과 (묵동)",의원,962629.0,1957228.0
문래코아이비인후과의원,"서울특별시 영등포구 당산로 34, 로데오 ？ 쇼핑몰 A동 3층 301호 (문래동3가)",의원,946628.0,1946655.0
문미호소아과의원,"서울특별시 노원구 섬밭로 229, 208호 (하계동, 벽산상가)",의원,961536.0,1959644.0
문병철정형외과의원,"서울특별시 은평구 연서로 146, 7층 (대조동, 수메디컬빌딩)",의원,948609.0,1957092.0
문소아과의원,"서울특별시 송파구 동남로 189, 4층 403호 (가락동, 가락쌍용아파트 프라자상가)",의원,967139.0,1944255.0
문소아청소년과의원,서울특별시 강서구 양천로 126 (방화동),의원,939764.0,1952863.0
문정이누리정형외과의원,"서울특별시 송파구 송파대로 167, 문정역테라타워 A동 301,302,319-1호 (문정동)",의원,966487.0,1942892.0
문창현내과의원,"서울특별시 동대문구 망우로 77, 2층 (휘경동)",의원,961311.0,1954623.0
문희식내과의원,"서울특별시 구로구 경인로 201, 2층 (오류동)",의원,941947.0,1944287.0
미라벨의원,"서울특별시 중구 동호로 163, 3층 301호 (신당동)",의원,956876.0,1950515.0
미래365연합의원,"서울특별시 양천구 곰달래로5길 17, 신월프라자 103,104,105,109호 (신월동)",의원,941119.0,1948178.0
미래사랑산부인과의원,"서울특별시 구로구 도림로23길 2, 3,4,5층 (구로동)",의원,946390.0,1943712.0
미래소아청소년과의원,"서울특별시 강북구 삼양로 247, 3층 (미아동, 롯데마트 삼양점)",의원,957442.0,1958560.0
미래신경과의원,"서울특별시 송파구 중대로 80 (문정동, LG문정프라자 3층)",의원,966211.0,1943678.0
미래아이내과의원,"서울특별시 서대문구 수색로 100, 상가동 1층 105,106호 (북가좌동, DMC래미안이편한세상)",의원,947842.0,1952869.0
미래아이산부인과의원,"서울특별시 강서구 양천로 556, 1-7층 (등촌동, 강서메디칼센터)",의원,943540.0,1951128.0
미래아이소아청소년과안과의원,"서울특별시 강서구 양천로 564, 1층 116-118호 (등촌동, 등촌두산위브센티움)",의원,943590.0,1951046.0
미래안과의원,서울특별시 강북구 도봉로 341 (수유동),의원,958144.0,1959979.0
미래연세내과의원,"서울특별시 성동구 금호로 94, 2층 203호 (금호동1가)",의원,958106.0,1950365.0
미래와희망산부인과의원,"서울특별시 강남구 언주로 707, 지하1층~11층 (논현동)",의원,958903.0,1946422.0
미래의원,"서울특별시 동대문구 왕산로 20, 3층 (신설동)",의원,958129.0,1953081.0
미래의원,"서울특별시 노원구 초안산로5길 12, 월계프라자 (월계동)",의원,960449.0,1959327.0
미래의원,"서울특별시 종로구 종로41길 49, 2층 (종로6가)",의원,956355.0,1952779.0
미래이비인후과의원,"서울특별시 금천구 시흥대로 399, 404호 (독산동)",의원,946686.0,1941301.0
미래이비인후과의원,"서울특별시 동대문구 고산자로 406, 2층 (용두동)",의원,959255.0,1953035.0
미래탑내과의원,"서울특별시 동작구 상도로 246, 더라함 2층 (상도동)",의원,951012.0,1945196.0
미모아피부과의원,서울특별시 강동구 양재대로 1325 (성내동),의원,967721.0,1947340.0
미소앤유의원,"서울특별시 동작구 사당로 230-1, 4층 (사당동, 미래빌딩)",의원,953431.0,1942805.0
미소와산부인과의원,"서울특별시 송파구 법원로 114, 엠스테이트 C동 204호 (문정동)",의원,966473.0,1943016.0
미소지인의원,"서울특별시 용산구 한강대로 283 (갈월동, 시티파크타워)",의원,953353.0,1949476.0
미소진의원,서울특별시 동대문구 휘경로3길 4 (이문동),의원,961377.0,1955243.0
미쉘여성의원,"서울특별시 송파구 백제고분로48길 27 (방이동, 4층)",의원,966070.0,1945808.0
미앤라인의원,"서울특별시 관악구 난곡로 220 (신림동, 세이브마트)",의원,948544.0,1941832.0
미앤아이의원,"서울특별시 서초구 방배로 76, 207호 (방배동, 머리재빌딩)",의원,955640.0,1942554.0
미즈소아청소년과의원,"서울특별시 강동구 천호대로 1041-8, 강동미즈 주차타워 2층 (천호동)",의원,967152.0,1948791.0
미즈아이소아과의원,서울특별시 동대문구 약령시로 133 (청량리동),의원,959804.0,1953875.0
미즈아이의원,"서울특별시 노원구 동일로 1553, 2층 (상계동)",의원,960914.0,1963155.0
미즈아이프라자산부인과의원,"서울특별시 노원구 동일로 1669, 수락프라자 (상계동)",의원,960750.0,1964307.0
민내과의원,"서울특별시 관악구 보라매로3길 29, 3층 9,10-1,11,13~19호 (봉천동, 해태보라매타워)",의원,949173.0,1943695.0
민성가정의학과의원,"서울특별시 송파구 백제고분로 216, 401호 (삼전동)",의원,963807.0,1944978.0
민앤민의원,"서울특별시 강남구 강남대로 406, GLASS TOWER 15층 1호 (역삼동)",의원,958245.0,1944513.0
민유선산부인과의원,"서울특별시 중구 명동길 26, 유네스코회관 203호 (명동2가)",의원,954408.0,1951691.0
민이비인후과의원,"서울특별시 강남구 테헤란로26길 10, 성보빌딩 2층 (역삼동)",의원,958973.0,1944588.0
민전산부인과의원,"서울특별시 구로구 경인로 322, 1,2,4,5층 (개봉동)",의원,943069.0,1944394.0
민지영산부인과의원,"서울특별시 송파구 송파대로 398 (송파동, 3층)",의원,965495.0,1944934.0
민트이비인후과의원,"서울특별시 강남구 자곡로 201, 201호,202호 (자곡동, 강남더샵라르고빌딩)",의원,965047.0,1941868.0
민현준내과의원,"서울특별시 은평구 통일로 626, 유림빌딩 3층 (녹번동)",의원,950163.0,1956044.0
바로굿정형외과의원,"서울특별시 강북구 도봉로 333 (수유동, 정우빌딩)",의원,958098.0,1959928.0
바로내과의원,"서울특별시 강서구 양천로 476, 금부빌딩 4층 401호 (등촌동)",의원,942881.0,1951556.0
바로바로의원,"서울특별시 도봉구 시루봉로 290 (도봉동, 1~3층)",의원,959529.0,1963606.0
바로이비인후과의원,"서울특별시 중랑구 면목로 319, 삼성종합프라자 2층 (면목동)",의원,963640.0,1953529.0
바로정형외과의원,"서울특별시 중랑구 망우로 203, 219호 (중화동, 동양엔파트)",의원,962497.0,1955032.0
바로편한정형외과의원,"서울특별시 광진구 자양로 95 (자양동, 도광빌딩)",의원,963177.0,1948626.0
바른마음내과의원,"서울특별시 강동구 양재대로 1349, 2층 (성내동)",의원,967781.0,1947553.0
바른메디내과의원,"서울특별시 강서구 공항대로 236, 5층 (마곡동)",의원,941156.0,1951229.0
